id_position,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
16503,32,55,47,34,36,240737,32,51,55,36,47,34,35,36,33,48,CB ,32,51,55,36,47,34,35,36,33,48,36
16504,55,37,41,54,50,240994,55,43,37,50,41,54,55,51,56,45,LM RM CAM ,55,43,37,50,41,54,55,51,56,45,51
16505,54,53,55,52,55,240227,54,52,53,55,55,52,54,49,52,53,CM ,54,52,53,55,55,52,54,49,52,53,49
16506,51,41,41,53,47,239204,51,39,41,47,41,53,51,55,51,40,ST ,51,39,41,47,41,53,51,55,51,40,55
16507,56,36,43,56,53,220517,56,42,36,53,43,56,56,52,56,44,RW CAM LW ,56,42,36,53,43,56,56,52,56,44,52
16508,53,55,57,52,55,237158,53,57,55,55,57,52,55,50,53,58,CM ,53,57,55,55,57,52,55,50,53,58,50
16509,44,54,50,45,44,237415,44,55,54,44,50,45,48,44,46,53,CB RB ,44,55,54,44,50,45,48,44,46,53,44
16510,54,31,35,56,47,228714,54,39,31,47,35,56,54,56,56,41,CF ,54,39,31,47,35,56,54,56,56,41,56
16511,52,34,35,55,44,240491,52,38,34,44,35,55,52,55,55,40,ST ,52,38,34,44,35,55,52,55,55,40,55
16512,55,49,53,54,55,240492,55,53,49,55,53,54,56,53,54,54,CM ,55,53,49,55,53,54,56,53,54,54,53
16513,46,53,53,45,48,221549,46,55,53,48,53,45,49,44,47,55,CB RB ,46,55,53,48,53,45,49,44,47,55,44
16514,,,,,,222829,,,,,,,,,,,GK ,,,,,,,,,,,
16515,54,31,38,53,48,227437,54,39,31,48,38,53,55,51,55,42,RM LM ,54,39,31,48,38,53,55,51,55,42,51
16516,,,,,,230765,,,,,,,,,,,GK ,,,,,,,,,,,
16517,46,52,50,46,46,232557,46,55,52,46,50,46,51,43,49,55,RB ,46,55,52,46,50,46,51,43,49,55,43
16518,49,34,34,51,44,238957,49,34,34,44,34,51,47,55,48,35,ST ,49,34,34,44,34,51,47,55,48,35,55
16519,51,34,34,53,44,214896,51,35,34,44,34,53,49,55,51,36,CAM ST ,51,35,34,44,34,53,49,55,51,36,55
16520,33,55,46,34,35,224880,33,52,55,35,46,34,36,37,34,48,CB ,33,52,55,35,46,34,36,37,34,48,37
16521,,,,,,225904,,,,,,,,,,,GK ,,,,,,,,,,,
16522,,,,,,230001,,,,,,,,,,,GK ,,,,,,,,,,,
16523,,,,,,232817,,,,,,,,,,,GK ,,,,,,,,,,,
16524,55,52,53,54,54,222322,55,54,52,54,53,54,55,53,55,54,CDM RM ,55,54,52,54,53,54,55,53,55,54,53
16525,,,,,,237426,,,,,,,,,,,GK ,,,,,,,,,,,
16526,39,55,53,37,45,240244,39,51,55,45,53,37,40,38,37,49,CB ,39,51,55,45,53,37,40,38,37,49,38
16527,52,52,52,53,51,214902,52,55,52,51,52,53,55,53,55,55,LM LB ,52,55,52,51,52,53,55,53,55,55,53
16528,,,,,,236663,,,,,,,,,,,GK ,,,,,,,,,,,
16529,53,51,52,53,52,239735,53,55,51,52,52,53,55,52,54,55,RB ,53,55,51,52,52,53,55,52,54,55,52
16530,53,55,55,52,53,232312,53,54,55,53,55,52,53,51,52,54,CDM ,53,54,55,53,55,52,53,51,52,54,51
16531,55,38,43,54,50,236664,55,47,38,50,43,54,57,52,57,49,CAM ,55,47,38,50,43,54,57,52,57,49,52
16532,,,,,,228985,,,,,,,,,,,GK ,,,,,,,,,,,
16533,44,53,51,43,46,240505,44,55,53,46,51,43,48,41,46,54,LB ,44,55,53,46,51,43,48,41,46,54,41
16534,55,49,53,54,55,240761,55,50,49,55,53,54,55,52,53,51,CM ,55,50,49,55,53,54,55,52,53,51,52
16535,35,55,50,35,40,240762,35,52,55,40,50,35,38,36,35,50,CB ,35,52,55,40,50,35,38,36,35,50,36
16536,52,34,37,54,48,207995,52,36,34,48,37,54,51,55,52,38,ST ,52,36,34,48,37,54,51,55,52,38,55
16537,51,54,53,50,51,230779,51,55,54,51,53,50,53,49,52,55,LM LB ,51,55,54,51,53,50,53,49,52,55,49
16538,57,46,50,55,55,233851,57,49,46,55,50,55,56,52,56,50,RB CM ,57,49,46,55,50,55,56,52,56,50,52
16539,54,35,40,55,49,236411,54,41,35,49,40,55,54,55,54,43,ST ,54,41,35,49,40,55,54,55,54,43,55
16540,47,54,52,46,47,237436,47,55,54,47,52,46,49,45,48,54,LB ,47,55,54,47,52,46,49,45,48,54,45
16541,35,55,47,36,37,241022,35,53,55,37,47,36,37,38,36,49,CB ,35,53,55,37,47,36,37,38,36,49,38
16542,49,36,36,52,43,222848,49,39,36,43,36,52,52,55,53,40,RM ST ,49,39,36,43,36,52,52,55,53,40,55
16543,51,34,35,53,44,235907,51,37,34,44,35,53,51,55,52,38,ST ,51,37,34,44,35,53,51,55,52,38,55
16544,55,47,50,54,54,232836,55,48,47,54,50,54,54,52,53,49,CAM ,55,48,47,54,50,54,54,52,53,49,52
16545,33,55,46,34,36,209285,33,50,55,36,46,34,35,37,34,47,RB CB ,33,50,55,36,46,34,35,37,34,47,37
16546,53,53,53,52,52,232325,53,55,53,52,53,52,55,50,54,55,RB ,53,55,53,52,53,52,55,50,54,55,50
16547,42,56,50,44,42,226438,42,55,56,42,50,44,47,43,47,54,CB LB ,42,55,56,42,50,44,47,43,47,54,43
16548,53,55,55,52,54,241030,53,55,55,54,55,52,54,50,53,55,CDM ,53,55,55,54,55,52,54,50,53,55,50
16549,52,31,33,54,44,234631,52,36,31,44,33,54,52,55,54,38,ST ,52,36,31,44,33,54,52,55,54,38,55
16550,49,37,35,52,42,238983,49,38,37,42,35,52,51,55,53,39,RM ST ,49,38,37,42,35,52,51,55,53,39,55
16551,55,33,40,55,50,239495,55,40,33,50,40,55,56,51,57,44,CAM ,55,40,33,50,40,55,56,51,57,44,51
16552,55,50,53,55,55,235913,55,53,50,55,53,55,54,53,54,53,CM ,55,53,50,55,53,55,54,53,54,53,53
16553,55,49,52,54,55,237449,55,52,49,55,52,54,56,52,54,53,CAM CDM CM ,55,52,49,55,52,54,56,52,54,53,52
16554,51,38,39,54,46,222858,51,41,38,46,39,54,52,55,53,42,ST ,51,41,38,46,39,54,52,55,53,42,55
16555,56,54,55,56,55,226698,56,56,54,55,55,56,58,56,57,57,CM ,56,56,54,55,55,56,58,56,57,57,56
16556,56,46,50,56,55,237962,56,51,46,55,50,56,58,55,57,52,CM ,56,51,46,55,50,56,58,55,57,52,55
16557,56,48,50,55,55,240011,56,49,48,55,50,55,56,52,55,51,CAM CM ,56,49,48,55,50,55,56,52,55,51,52
16558,53,47,48,53,50,225420,53,51,47,50,48,53,55,51,55,52,RM ,53,51,47,50,48,53,55,51,55,52,51
16559,37,55,48,37,38,237709,37,50,55,38,48,37,40,38,38,49,CB ,37,50,55,38,48,37,40,38,38,49,38
16560,55,42,46,55,53,238733,55,44,42,53,46,55,55,56,54,45,ST CAM ,55,44,42,53,46,55,55,56,54,45,56
16561,33,55,46,34,34,237200,33,50,55,34,46,34,36,37,35,47,CB ,33,50,55,34,46,34,36,37,35,47,37
16562,55,33,38,55,48,224915,55,40,33,48,38,55,55,52,57,42,RM ,55,40,33,48,38,55,55,52,57,42,52
16563,56,49,52,56,55,236437,56,53,49,55,52,56,56,56,56,53,CM ,56,53,49,55,52,56,56,56,56,53,56
16564,,,,,,221591,,,,,,,,,,,GK ,,,,,,,,,,,
16565,55,45,49,55,53,232855,55,51,45,53,49,55,57,53,56,52,LW RW CAM ,55,51,45,53,49,55,57,53,56,52,53
16566,55,52,55,51,57,232600,55,52,52,57,55,51,53,50,52,52,CM CDM ,55,52,52,57,55,51,53,50,52,52,50
16567,56,44,48,56,53,231065,56,48,44,53,48,56,56,53,56,50,CAM LW RW ,56,48,44,53,48,56,56,53,56,50,53
16568,55,47,53,53,55,240025,55,54,47,55,53,53,57,48,55,55,LM CM ,55,54,47,55,53,53,57,48,55,55,48
16569,44,57,50,45,43,226459,44,55,57,43,50,45,47,44,47,54,LB ,44,55,57,43,50,45,47,44,47,54,44
16570,56,30,36,56,49,236701,56,37,30,49,36,56,55,54,56,40,CF ,56,37,30,49,36,56,55,54,56,40,54
16571,53,33,37,53,47,239005,53,41,33,47,37,53,55,51,56,44,CAM ST LW ,53,41,33,47,37,53,55,51,56,44,51
16572,54,31,34,56,46,239774,54,35,31,46,34,56,52,56,54,37,CF ,54,35,31,46,34,56,52,56,54,37,56
16573,,,,,,228255,,,,,,,,,,,GK ,,,,,,,,,,,
16574,45,56,51,46,45,208544,45,55,56,45,51,46,49,46,48,55,LM LWB LB ,45,55,56,45,51,46,49,46,48,55,46
16575,,,,,,234400,,,,,,,,,,,GK ,,,,,,,,,,,
16576,43,55,49,44,43,228769,43,55,55,43,49,44,48,45,47,54,LB ,43,55,55,43,49,44,48,45,47,54,45
16577,53,33,37,54,48,236961,53,38,33,48,37,54,52,55,53,40,ST ,53,38,33,48,37,54,52,55,53,40,55
16578,40,55,52,38,45,213667,40,52,55,45,52,38,41,39,38,50,CB ,40,52,55,45,52,38,41,39,38,50,39
16579,50,37,35,53,42,216227,50,41,37,42,35,53,51,55,53,41,ST ,50,41,37,42,35,53,51,55,53,41,55
16580,52,38,38,54,46,238499,52,39,38,46,38,54,52,55,53,40,ST ,52,39,38,46,38,54,52,55,53,40,55
16581,54,34,40,55,50,232100,54,41,34,50,40,55,55,52,56,44,LW ,54,41,34,50,40,55,55,52,56,44,52
16582,,,,,,237733,,,,,,,,,,,GK ,,,,,,,,,,,
16583,,,,,,226726,,,,,,,,,,,GK ,,,,,,,,,,,
16584,,,,,,151208,,,,,,,,,,,GK ,,,,,,,,,,,
16585,49,57,55,48,52,235432,49,53,57,52,55,48,50,47,47,52,CB CM CDM ,49,53,57,52,55,48,50,47,47,52,47
16586,52,43,45,54,49,239785,52,47,43,49,45,54,55,55,55,48,RM ,52,47,43,49,45,54,55,55,55,48,55
16587,,,,,,229802,,,,,,,,,,,GK ,,,,,,,,,,,
16588,46,53,48,47,44,232106,46,55,53,44,48,47,51,46,50,54,RB ,46,55,53,44,48,47,51,46,50,54,46
16589,56,44,47,56,53,226731,56,49,44,53,47,56,58,55,56,51,ST CF ,56,49,44,53,47,56,58,55,56,51,55
16590,,,,,,220588,,,,,,,,,,,GK ,,,,,,,,,,,
16591,52,54,55,50,53,237742,52,52,54,53,55,50,51,47,50,52,CDM ,52,52,54,53,55,50,51,47,50,52,47
16592,55,40,45,55,52,237231,55,45,40,52,45,55,56,53,56,47,CF CAM ,55,45,40,52,45,55,56,53,56,47,53
16593,52,48,51,51,53,239536,52,52,48,53,51,51,55,49,53,53,RM ,52,52,48,53,51,51,55,49,53,53,49
16594,40,53,47,41,39,215986,40,55,53,39,47,41,45,39,44,53,LB ,40,55,53,39,47,41,45,39,44,53,39
16595,54,54,56,52,55,238514,54,56,54,55,56,52,54,48,52,56,CM ,54,56,54,55,56,52,54,48,52,56,48
16596,55,46,50,54,53,216243,55,49,46,53,50,54,56,51,55,51,CM CAM ,55,49,46,53,50,54,56,51,55,51,51
16597,46,51,50,44,46,240310,46,55,51,46,50,44,49,41,47,54,RB ,46,55,51,46,50,44,49,41,47,54,41
16598,50,57,56,49,52,224951,50,55,57,52,56,49,51,49,49,55,LB ,50,55,57,52,56,49,51,49,49,55,49
16599,50,55,54,49,51,229303,50,55,55,51,54,49,52,47,50,55,RB ,50,55,55,51,54,49,52,47,50,55,47
16600,51,38,39,53,47,229816,51,39,38,47,39,53,50,55,51,41,ST ,51,39,38,47,39,53,50,55,51,41,55
16601,42,55,51,41,44,189625,42,52,55,44,51,41,44,43,43,51,RB CB ,42,52,55,44,51,41,44,43,43,51,43
16602,51,32,33,54,43,222906,51,37,32,43,33,54,53,55,54,38,RW RM ST ,51,37,32,43,33,54,53,55,54,38,55
16603,55,39,45,55,52,238778,55,45,39,52,45,55,57,50,56,47,CAM ,55,45,39,52,45,55,57,50,56,47,50
16604,,,,,,239546,,,,,,,,,,,GK ,,,,,,,,,,,
16605,50,56,56,47,52,138427,50,54,56,52,56,47,53,44,49,55,RB RWB ,50,54,56,52,56,47,53,44,49,55,44
16606,49,43,40,52,44,232635,49,42,43,44,40,52,51,55,52,42,ST ,49,42,43,44,40,52,51,55,52,42,55
16607,52,30,34,54,45,239291,52,34,30,45,34,54,51,55,53,37,ST ,52,34,30,45,34,54,51,55,53,37,55
16608,,,,,,239549,,,,,,,,,,,GK ,,,,,,,,,,,
16609,48,52,49,50,47,223166,48,55,52,47,49,50,52,49,51,54,LM LB ,48,55,52,47,49,50,52,49,51,54,49
16610,54,37,39,54,48,234686,54,42,37,48,39,54,55,53,56,44,RB RM ,54,42,37,48,39,54,55,53,56,44,53
16611,53,36,40,54,47,238271,53,44,36,47,40,54,55,52,56,46,LM ,53,44,36,47,40,54,55,52,56,46,52
16612,32,55,46,33,35,240064,32,50,55,35,46,33,35,36,33,47,CDM CB ,32,50,55,35,46,33,35,36,33,47,36
16613,55,44,46,56,51,186305,55,46,44,51,46,56,55,56,56,48,LM ,55,46,44,51,46,56,55,56,56,48,56
16614,54,32,39,53,49,240324,54,41,32,49,39,53,55,49,55,43,RM LM ,54,41,32,49,39,53,55,49,55,43,49
16615,,,,,,181702,,,,,,,,,,,GK ,,,,,,,,,,,
16616,54,56,56,54,55,231879,54,56,56,55,56,54,55,54,54,56,RB CM ,54,56,56,55,56,54,55,54,54,56,54
16617,42,55,52,41,45,234184,42,55,55,45,52,41,46,41,43,54,CB RB LB ,42,55,55,45,52,41,46,41,43,54,41
16618,52,29,31,54,43,232906,52,35,29,43,31,54,51,55,53,36,ST ,52,35,29,43,31,54,51,55,53,36,55
16619,55,44,48,55,53,237258,55,49,44,53,48,55,56,53,55,50,CM CAM ,55,49,44,53,48,55,56,53,55,50,53
16620,53,33,40,53,49,239306,53,41,33,49,40,53,55,50,54,44,RW RM ,53,41,33,49,40,53,55,50,54,44,50
16621,43,55,52,43,45,229579,43,54,55,45,52,43,45,45,44,53,CB ,43,54,55,45,52,43,45,45,44,53,45
16622,54,33,37,55,48,240845,54,40,33,48,37,55,55,54,56,42,ST LM ,54,40,33,48,37,55,55,54,56,42,54
16623,30,55,45,32,33,241101,30,50,55,33,45,32,34,37,33,47,CB ,30,50,55,33,45,32,34,37,33,47,37
16624,,,,,,232654,,,,,,,,,,,GK ,,,,,,,,,,,
16625,31,55,46,32,34,232910,31,51,55,34,46,32,34,34,32,47,CB ,31,51,55,34,46,32,34,34,32,47,34
16626,43,55,52,43,45,233678,43,54,55,45,52,43,45,45,43,52,CB ,43,54,55,45,52,43,45,45,43,52,45
16627,54,34,39,54,48,240079,54,39,34,48,39,54,55,52,56,42,RW ,54,39,34,48,39,54,55,52,56,42,52
16628,54,55,55,54,55,240335,54,54,55,55,55,54,55,52,53,54,CM ,54,54,55,55,55,54,55,52,53,54,52
16629,55,55,55,55,56,240591,55,56,55,56,55,55,56,54,54,56,CM CDM ,55,56,55,56,55,55,56,54,54,56,54
16630,57,53,55,56,57,211152,57,54,53,57,55,56,56,52,55,55,CDM ,57,54,53,57,55,56,56,52,55,55,52
16631,43,54,52,42,45,240080,43,55,54,45,52,42,46,40,45,54,LB ,43,55,54,45,52,42,46,40,45,54,40
16632,51,31,33,54,43,225234,51,36,31,43,33,54,51,55,53,38,ST ,51,36,31,43,33,54,51,55,53,38,55
16633,47,54,49,48,45,240850,47,55,54,45,49,48,51,46,50,54,RB ,47,55,54,45,49,48,51,46,50,54,46
16634,54,56,55,52,53,240083,54,54,56,53,55,52,53,53,54,54,CDM ,54,54,56,53,55,52,53,53,54,54,53
16635,35,55,47,37,37,240851,35,52,55,37,47,37,38,38,37,49,CB ,35,52,55,37,47,37,38,38,37,49,38
16636,47,55,53,46,48,236244,47,56,55,48,53,46,51,45,48,55,RB CB ,47,56,55,48,53,46,51,45,48,55,45
16637,54,40,45,52,51,226261,54,46,40,51,45,52,55,48,54,48,CAM RM ,54,46,40,51,45,52,55,48,54,48,48
16638,58,41,48,55,55,232150,58,47,41,55,48,55,57,48,57,49,LM CM ,58,47,41,55,48,55,57,48,57,49,48
16639,49,39,38,51,44,238806,49,38,39,44,38,51,48,55,50,39,ST ,49,38,39,44,38,51,48,55,50,39,55
16640,47,54,52,47,47,231639,47,55,54,47,52,47,51,45,49,55,RB ,47,55,54,47,52,47,51,45,49,55,45
16641,48,58,55,48,50,237015,48,55,58,50,55,48,50,48,47,54,LM LB ,48,55,58,50,55,48,50,48,47,54,48
16642,49,53,52,48,49,218585,49,55,53,49,52,48,52,46,51,55,LW LB ,49,55,53,49,52,48,52,46,51,55,46
16643,55,36,42,54,50,231385,55,43,36,50,42,54,57,53,57,46,LM CAM ,55,43,36,50,42,54,57,53,57,46,53
16644,41,55,54,39,46,236761,41,53,55,46,54,39,42,39,39,52,CB ,41,53,55,46,54,39,42,39,39,52,39
16645,,,,,,240601,,,,,,,,,,,GK ,,,,,,,,,,,
16646,54,52,54,52,55,229082,54,52,52,55,54,52,54,50,52,53,CM ,54,52,52,55,54,52,54,50,52,53,50
16647,,,,,,238298,,,,,,,,,,,GK ,,,,,,,,,,,
16648,51,37,37,54,45,225756,51,40,37,45,37,54,52,55,53,41,RM ST ,51,40,37,45,37,54,52,55,53,41,55
16649,50,36,35,52,41,235741,50,38,36,41,35,52,51,55,53,39,RW ST ,50,38,36,41,35,52,51,55,53,39,55
16650,55,30,34,56,46,237278,55,37,30,46,34,56,54,55,56,39,ST ,55,37,30,46,34,56,54,55,56,39,55
16651,,,,,,231647,,,,,,,,,,,GK ,,,,,,,,,,,
16652,50,39,38,52,46,232672,50,37,39,46,38,52,48,55,49,38,ST ,50,37,39,46,38,52,48,55,49,38,55
16653,54,53,54,54,55,237536,54,53,53,55,54,54,54,52,53,53,CM ,54,53,53,55,54,54,54,52,53,53,52
16654,,,,,,235745,,,,,,,,,,,GK ,,,,,,,,,,,
16655,53,29,31,55,44,239585,53,35,29,44,31,55,52,55,54,36,ST ,53,35,29,44,31,55,52,55,54,36,55
16656,58,41,47,58,55,217826,58,47,41,55,47,58,60,56,59,50,CM ,58,47,41,55,47,58,60,56,59,50,56
16657,47,51,49,47,47,239074,47,55,51,47,49,47,52,44,51,55,LWB LB ,47,55,51,47,49,47,52,44,51,55,44
16658,56,50,52,56,54,225251,56,53,50,54,52,56,57,55,56,54,LW ,56,53,50,54,52,56,57,55,56,54,55
16659,,,,,,228067,,,,,,,,,,,GK ,,,,,,,,,,,
16660,54,33,36,55,47,241123,54,37,33,47,36,55,53,55,55,39,ST ,54,37,33,47,36,55,53,55,55,39,55
16661,,,,,,232421,,,,,,,,,,,GK ,,,,,,,,,,,
16662,46,52,52,45,48,235493,46,55,52,48,52,45,50,41,48,55,CDM RB ,46,55,52,48,52,45,50,41,48,55,41
16663,55,35,42,54,51,237798,55,44,35,51,42,54,56,53,56,46,CAM RW ,55,44,35,51,42,54,56,53,56,46,53
16664,57,42,46,57,54,224231,57,47,42,54,46,57,59,55,58,49,CAM ST ,57,47,42,54,46,57,59,55,58,49,55
16665,55,55,54,56,53,232168,55,56,55,53,54,56,56,57,56,55,LB CAM ,55,56,55,53,54,56,56,57,56,55,57
16666,,,,,,235240,,,,,,,,,,,GK ,,,,,,,,,,,
16667,47,57,55,45,50,238056,47,55,57,50,55,45,49,45,46,54,CDM ,47,55,57,50,55,45,49,45,46,54,45
16668,62,43,49,61,57,220137,62,50,43,57,49,61,62,55,63,52,CAM ST ,62,50,43,57,49,61,62,55,63,52,55
16669,54,52,50,53,51,172521,54,55,52,51,50,53,55,50,56,55,RM ,54,55,52,51,50,53,55,50,56,55,50
16670,,,,,,231146,,,,,,,,,,,GK ,,,,,,,,,,,
16671,52,54,55,51,53,240362,52,55,54,53,55,51,53,50,52,54,CDM ,52,55,54,53,55,51,53,50,52,54,50
16672,56,55,57,55,57,216299,56,55,55,57,57,55,55,52,54,55,RB ,56,55,55,57,57,55,55,52,54,55,52
16673,,,,,,239339,,,,,,,,,,,GK ,,,,,,,,,,,
16674,48,55,55,47,50,239595,48,55,55,50,55,47,49,46,47,54,CDM ,48,55,55,50,55,47,49,46,47,54,46
16675,37,55,50,36,42,235244,37,52,55,42,50,36,40,38,37,49,CB ,37,52,55,42,50,36,40,38,37,49,38
16676,32,55,48,32,35,239853,32,49,55,35,48,32,34,34,32,47,CB ,32,49,55,35,48,32,34,34,32,47,34
16677,49,56,53,48,48,225775,49,55,56,48,53,48,50,43,49,54,LB ,49,55,56,48,53,48,50,43,49,54,43
16678,35,55,47,35,36,226031,35,50,55,36,47,35,36,39,36,47,CB ,35,50,55,36,47,35,36,39,36,47,39
16679,55,43,45,54,51,232943,55,48,43,51,45,54,56,52,55,49,CM ST CAM ,55,48,43,51,45,54,56,52,55,49,52
16680,57,44,50,55,55,236015,57,49,44,55,50,55,57,50,57,51,CM ,57,49,44,55,50,55,57,50,57,51,50
16681,47,53,52,45,47,231152,47,55,53,47,52,45,50,42,48,55,RB ,47,55,53,47,52,45,50,42,48,55,42
16682,53,35,40,52,48,233202,53,44,35,48,40,52,55,49,55,46,LM ,53,44,35,48,40,52,55,49,55,46,49
16683,55,45,48,53,53,216563,55,50,45,53,48,53,56,51,55,51,CF CAM ,55,50,45,53,48,53,56,51,55,51,51
16684,50,29,30,53,42,236531,50,33,29,42,30,53,50,55,52,34,ST ,50,33,29,42,30,53,50,55,52,34,55
16685,55,46,48,54,52,228596,55,50,46,52,48,54,57,52,56,51,CM CAM ,55,50,46,52,48,54,57,52,56,51,52
16686,50,33,33,52,43,238326,50,36,33,43,33,52,49,55,51,36,ST ,50,36,33,43,33,52,49,55,51,36,55
16687,52,46,48,52,50,240119,52,50,46,50,48,52,55,49,54,51,RM ,52,50,46,50,48,52,55,49,54,51,49
16688,55,32,34,56,47,223224,55,37,32,47,34,56,55,56,58,39,ST RM ,55,37,32,47,34,56,55,56,58,39,56
16689,40,54,47,41,40,232696,40,55,54,40,47,41,46,40,45,54,RB ,40,55,54,40,47,41,46,40,45,54,40
16690,,,,,,236536,,,,,,,,,,,GK ,,,,,,,,,,,
16691,,,,,,218873,,,,,,,,,,,GK ,,,,,,,,,,,
16692,46,55,51,46,46,236027,46,55,55,46,51,46,50,45,48,54,LB RB ,46,55,55,46,51,46,50,45,48,54,45
16693,,,,,,238076,,,,,,,,,,,GK ,,,,,,,,,,,
16694,43,52,49,43,42,236798,43,55,52,42,49,43,47,40,46,54,LB RB ,43,55,52,42,49,43,47,40,46,54,40
16695,35,54,46,36,36,232704,35,52,54,36,46,36,38,38,37,49,CB ,35,52,54,36,46,36,38,38,37,49,38
16696,,,,,,53506,,,,,,,,,,,GK ,,,,,,,,,,,
16697,49,56,55,48,51,201475,49,54,56,51,55,48,50,48,48,54,LB ,49,54,56,51,55,48,50,48,48,54,48
16698,52,49,48,53,50,235011,52,54,49,50,48,53,55,53,55,54,RB RW ,52,54,49,50,48,53,55,53,55,54,53
16699,,,,,,231172,,,,,,,,,,,GK ,,,,,,,,,,,
16700,49,34,34,51,44,230661,49,33,34,44,34,51,47,54,48,35,ST ,49,33,34,44,34,51,47,54,48,35,54
16701,53,50,53,52,54,238853,53,51,50,54,53,52,54,51,53,52,CDM CM ,53,51,50,54,53,52,54,51,53,52,51
16702,50,33,36,52,45,238343,50,36,33,45,36,52,51,54,51,38,ST ,50,36,33,45,36,52,51,54,51,38,54
16703,44,53,48,45,42,226057,44,54,53,42,48,45,48,42,47,53,LB ,44,54,53,42,48,45,48,42,47,53,42
16704,54,52,53,51,54,238602,54,50,52,54,53,51,52,47,52,50,CM ,54,50,52,54,53,51,52,47,52,50,47
16705,49,55,53,49,49,239370,49,54,55,49,53,49,51,49,50,54,LB ,49,54,55,49,53,49,51,49,50,54,49
16706,,,,,,239882,,,,,,,,,,,GK ,,,,,,,,,,,
16707,55,48,52,54,54,234507,55,53,48,54,52,54,56,52,55,53,CM ,55,53,48,54,52,54,56,52,55,53,52
16708,50,31,32,53,43,236811,50,35,31,43,32,53,50,54,52,36,ST ,50,35,31,43,32,53,50,54,52,36,54
16709,49,52,51,48,49,238091,49,54,52,49,51,48,52,45,50,54,RB ,49,54,52,49,51,48,52,45,50,54,45
16710,51,34,36,53,44,229132,51,37,34,44,36,53,48,54,50,38,ST ,51,37,34,44,36,53,48,54,50,38,54
16711,53,32,38,54,48,239885,53,39,32,48,38,54,54,53,55,41,RW ,53,39,32,48,38,54,54,53,55,41,53
16712,,,,,,235535,,,,,,,,,,,GK ,,,,,,,,,,,
16713,52,43,42,53,47,217616,52,43,43,47,42,53,51,54,53,44,ST ,52,43,43,47,42,53,51,54,53,44,54
16714,42,54,50,41,44,233232,42,49,54,44,50,41,42,42,42,48,CB ,42,49,54,44,50,41,42,42,42,48,42
16715,47,42,39,49,43,230673,47,37,42,43,39,49,45,54,47,37,ST ,47,37,42,43,39,49,45,54,47,37,54
16716,,,,,,240657,,,,,,,,,,,GK ,,,,,,,,,,,
16717,51,32,34,53,44,228114,51,37,32,44,34,53,50,54,52,38,ST ,51,37,32,44,34,53,50,54,52,38,54
16718,55,44,49,53,54,229142,55,49,44,54,49,53,55,51,54,50,CM ,55,49,44,54,49,53,55,51,54,50,51
16719,47,54,53,45,48,219671,47,53,54,48,53,45,47,45,46,52,CB ,47,53,54,48,53,45,47,45,46,52,45
16720,43,54,51,43,46,210200,43,50,54,46,51,43,45,45,43,49,CB ,43,50,54,46,51,43,45,45,43,49,45
16721,54,51,53,53,54,232986,54,49,51,54,53,53,52,51,53,50,CAM ,54,49,51,54,53,53,52,51,53,50,51
16722,48,38,37,51,43,239643,48,36,38,43,37,51,47,54,48,37,ST ,48,36,38,43,37,51,47,54,48,37,54
16723,49,30,32,51,43,235549,49,33,30,43,32,51,47,54,49,34,ST ,49,33,30,43,32,51,47,54,49,34,54
16724,53,32,35,54,45,237345,53,39,32,45,35,54,54,53,56,41,RW ST RM ,53,39,32,45,35,54,54,53,56,41,53
16725,53,52,54,50,54,240418,53,53,52,54,54,50,52,48,51,53,CM ,53,53,52,54,54,50,52,48,51,53,48
16726,54,45,49,52,54,239395,54,49,45,54,49,52,55,50,53,50,CAM ,54,49,45,54,49,52,55,50,53,50,50
16727,35,54,47,36,38,238116,35,48,54,38,47,36,36,39,35,45,CB ,35,48,54,38,47,36,36,39,35,45,39
16728,49,53,53,48,50,237349,49,54,53,50,53,48,51,45,50,54,RB ,49,54,53,50,53,48,51,45,50,54,45
16729,49,57,54,48,50,235558,49,53,57,50,54,48,49,47,48,52,CDM ,49,53,57,50,54,48,49,47,48,52,47
16730,,,,,,170280,,,,,,,,,,,GK ,,,,,,,,,,,
16731,54,51,53,53,54,228393,54,53,51,54,53,53,54,51,54,54,CM ,54,53,51,54,53,53,54,51,54,54,51
16732,,,,,,240681,,,,,,,,,,,GK ,,,,,,,,,,,
16733,51,43,46,50,49,240426,51,49,43,49,46,50,54,47,53,50,LM ,51,49,43,49,46,50,54,47,53,50,47
16734,,,,,,219947,,,,,,,,,,,GK ,,,,,,,,,,,
16735,52,34,38,53,47,234286,52,43,34,47,38,53,54,52,54,44,LM ,52,43,34,47,38,53,54,52,54,44,52
16736,55,49,52,54,54,237358,55,51,49,54,52,54,55,52,54,53,CM ,55,51,49,54,52,54,55,52,54,53,52
16737,55,51,54,54,55,222003,55,54,51,55,54,54,54,52,54,54,CAM CM CDM ,55,54,51,55,54,54,54,52,54,54,52
16738,51,34,35,53,44,233523,51,38,34,44,35,53,50,54,52,39,ST ,51,38,34,44,35,53,50,54,52,39,54
16739,53,35,40,53,48,228660,53,41,35,48,40,53,54,50,54,43,RM ,53,41,35,48,40,53,54,50,54,43,50
